#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
NM|BFAR|35.873|-90.084|71.0|Blankenship Farm,AR|1996-08-16T00:00:00|2599-12-31T23:59:59
NM|BLAR|35.369|-90.449|63.0|Beautiful Lake,AR|1996-07-01T00:00:00|2599-12-31T23:59:59
NM|BLO|39.1719|-86.5222|246.0|Bloomington, IN|1998-03-27T00:00:00|2599-12-31T23:59:59
NM|BOAR|35.823|-90.287|68.0|Black Oak,AR|1996-08-13T00:00:00|2599-12-31T23:59:59
NM|BRGM|36.205|-89.859|78.0|Braggadocio,MO|1995-07-14T00:00:00|2599-12-31T23:59:59
NM|BRNM|36.724|-89.998|103.0|Bernie,MO|1997-05-13T00:00:00|2599-12-31T23:59:59
NM|BROM|36.682|-90.184|94.0|Broseley,MO|1997-06-29T00:00:00|2599-12-31T23:59:59
NM|BVAR|35.443|-90.677|101.0|Bay Village,AR|1996-08-12T00:00:00|2599-12-31T23:59:59
NM|CACT|36.2302|-89.4204|115.0|Cat Corner,TN|2012-06-06T00:00:00|2599-12-31T23:59:59
NM|CATM|36.613|-89.647|82.0|Carton,MO|1997-05-12T00:00:00|2599-12-31T23:59:59
NM|CBHS|35.13258|-89.86517|70.4|Christian Brothers High School,Memphis,TN(CERI)|2013-10-02T00:00:00|2599-12-31T23:59:59
NM|CBMO|37.3036|-89.5236|102.6|West Bridge Complex Cape Girardeau, MO|2011-01-01T00:00:00|2599-12-31T23:59:59
NM|CGM3|37.29775|-89.6582|148.0|Cape Girardeau, MO|2011-07-01T00:00:00|2599-12-31T23:59:59
NM|CHNM|36.042|-89.929|74.0|Channel,MO|1995-11-22T00:00:00|2599-12-31T23:59:59
NM|CHRM|36.852|-89.362|93.0|Charleston,MO|1997-06-11T00:00:00|2599-12-31T23:59:59
NM|CLTN|36.09115|-86.3315|208.0|Cedars of Lebanon,TN|2013-01-25T00:00:00|2599-12-31T23:59:59
NM|COKM|36.711|-89.726|87.0|Charter Oak,MO|1997-06-27T00:00:00|2599-12-31T23:59:59
NM|CPAR|35.556|-90.236|67.0|Catfish Pond,AR|1996-05-29T00:00:00|2599-12-31T23:59:59
NM|CUET|35.007|-89.976|104.0|CUSEC HQ.,Memphis,TN(CERI)|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|CVTN|35.542|-89.644|101.0|Crestview Middle School,Covington,TN(CERI)|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|CVVA|38.022|-78.532|159.0|Charlottesville,VA(CERI)|2002-09-16T00:00:00|2599-12-31T23:59:59
NM|CWPT|36.009|-89.626|77.0|Cottonwod Point,TN|1995-10-10T00:00:00|2599-12-31T23:59:59
NM|DLAR|35.81|-90.008|67.0|Dell,AR|1996-08-14T00:00:00|2599-12-31T23:59:59
NM|DWDM|36.796|-89.493|89.0|DogWood,MO|1997-06-11T00:00:00|2599-12-31T23:59:59
NM|EBZ|35.141|-89.351|169.0|Ebenezer,TN|1980-05-15T00:00:00|2599-12-31T23:59:59
NM|EDIT|35.863|-89.554|148.0|Edith,TN|1995-11-16T00:00:00|2599-12-31T23:59:59
NM|EPRM|36.717|-89.358|88.0|East Prairie,MO|1997-06-27T00:00:00|2599-12-31T23:59:59
NM|FFIL|38.381345|-88.389648|128.1|Fairfield, IL|2014-01-04T00:00:00|2599-12-31T23:59:59
NM|FLPT|36.409|-89.321|131.0|Flippin,TN|1997-06-28T00:00:00|2599-12-31T23:59:59
NM|FPST|35.978|-89.455|106.0|Four Points,TN|1995-10-10T00:00:00|2599-12-31T23:59:59
NM|FVM|37.9812|-90.4273|137.0|French Village, MO|2003-09-17T00:00:00|2599-12-31T23:59:59
NM|GILT|35.231|-89.983|100.0|SWCC Gill Campus,Memphis,TN(CERI)|2002-10-03T00:00:00|2599-12-31T23:59:59
NM|GLAT|36.269|-89.288|120.0|Glass,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|GLST|36.269|-89.288|122.0|Glass,TN|1995-08-03T00:00:00|2599-12-31T23:59:59
NM|GNAR|35.965|-90.018|71.0|Gosnell,AR|2000-02-01T00:00:00|2599-12-31T23:59:59
NM|GOBM|36.191|-89.979|73.0|Gobbler,MO|1995-07-13T00:00:00|2599-12-31T23:59:59
NM|GSAR|35.962|-89.969|70.0|Gosnell,AR(CERI)|2002-09-20T00:00:00|2599-12-31T23:59:59
NM|GUAM|36.889|-89.839|172.0|Guam,MO|1997-06-12T00:00:00|2599-12-31T23:59:59
NM|HALT|35.911|-89.34|85.0|Halls,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|HBAR|35.555|-90.657|74.0|Harrisburg,AR(CERI)|1999-11-05T00:00:00|2599-12-31T23:59:59
NM|HCAR|35.6538|-90.3801|64.0|Hatchie Coon, AR|1996-05-23T00:00:00|2599-12-31T23:59:59
NM|HDAR2|35.15383|-90.09056|100.0|I40 Weigh Station,West Memphis,AR|2012-08-09T00:00:00|2599-12-31T23:59:59
NM|HDBT|35.153|-90.058|66.0|Mud Island,Memphis,TN(CERI)|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|HENM|36.716|-89.472|88.0|Henderson Mound,MO|1999-05-12T00:00:00|2599-12-31T23:59:59
NM|HICK|36.541|-89.229|141.0|Hickman,KY|1999-05-27T00:00:00|2599-12-31T23:59:59
NM|HOPT|36.327|-89.37567|125.0|Hopper, TN|1997-06-28T00:00:00|2599-12-31T23:59:59
NM|HOVM|36.045|-90.067|71.0|Hornersville,MO|1997-08-19T00:00:00|2599-12-31T23:59:59
NM|HTAR|35.655|-90.185|67.0|Hall Town,AR|1996-07-10T00:00:00|2599-12-31T23:59:59
NM|KEWM|36.698|-89.593|85.0|Kewanne,MO|1997-06-12T00:00:00|2599-12-31T23:59:59
NM|LFRT|36.165|-89.331|96.0|Lanes Ferry,TN|1995-08-03T00:00:00|2599-12-31T23:59:59
NM|LNXT|36.101|-89.491|144.0|Lenox,TN|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|LPAR|35.602|-90.3|67.0|Lepanto,AR|1999-11-05T00:00:00|2599-12-31T23:59:59
NM|LRAR|35.571|-90.398|63.0|Little River,AR|1996-05-29T00:00:00|2599-12-31T23:59:59
NM|LVAR|35.915|-90.222|71.0|Leachville,AR|1996-08-13T00:00:00|2599-12-31T23:59:59
NM|MADT|36.29775|-89.46245|88.0|Madie,TN|2013-08-29T00:00:00|2599-12-31T23:59:59
NM|MARM|36.53|-89.669|82.0|Marston,MO|1997-07-02T00:00:00|2599-12-31T23:59:59
NM|MATM|36.774|-89.605|86.0|Matthews,MO|1997-06-12T00:00:00|2599-12-31T23:59:59
NM|MCAM|36.12|-89.702|78.0|McCarty,MO|1995-07-12T00:00:00|2599-12-31T23:59:59
NM|MCAR|35.145|-90.223|100.0|Mid-South Community College,West Memphis,AR(CERI)|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|MCIL|37.2965|-89.4984|115.5|East Bridge Complex McClure, IL|2011-01-01T00:00:00|2599-12-31T23:59:59
NM|MFRT|36.09|-89.377|110.0|Millsfield Road,TN|1995-07-27T00:00:00|2599-12-31T23:59:59
NM|MGMO|37.154|-92.2687|453.0|Mountain Grove, MO|2008-07-28T00:00:00|2599-12-31T23:59:59
NM|MIST|36.171|-89.502|80.0|Miston,TN|1995-11-28T00:00:00|2599-12-31T23:59:59
NM|MKAR|35.526|-90.442|100.0|Mark Tree,AR(CERI)|2002-09-27T00:00:00|2599-12-31T23:59:59
NM|MLDM|36.625|-89.92|84.0|Malden,MO|1997-05-14T00:00:00|2599-12-31T23:59:59
NM|MORT2|36.324519|-89.566692|85.0|Mooring, TN|2017-10-26T16:00:00|2599-12-31T23:59:59
NM|MPH|35.123|-89.932|93.0|Memphis, TN|1998-05-12T00:00:00|2599-12-31T23:59:59
NM|MSAR|35.784|-90.147|69.0|Manila Souh,AR|1996-06-13T00:00:00|2599-12-31T23:59:59
NM|MTAR|35.538|-90.442|61.0|Marked Tree,AR|1996-05-30T00:00:00|2599-12-31T23:59:59
NM|NAIT|35.13|-89.804|100.0|Shelby Farm,Memphis,TN|2001-08-21T00:00:00|2599-12-31T23:59:59
NM|NFAR|35.448|-90.393|63.0|Norcross Farms,AR|1996-08-26T00:00:00|2599-12-31T23:59:59
NM|NHAR|35.786|-90.544|67.0|Needham,AR|1996-10-13T00:00:00|2599-12-31T23:59:59
NM|NHIN|38.13|-87.936|90.0|New Harmony,IN|2002-02-15T00:00:00|2599-12-31T23:59:59
NM|NMDM|36.588|-89.552|88.0|New Madrid,MO|1997-08-27T00:00:00|2599-12-31T23:59:59
NM|NMEM|36.574|-89.585|100.0|Central High School,New Madrid,MO(CERI)|2002-09-17T00:00:00|2599-12-31T23:59:59
NM|NNAR|35.981|-89.823|75.0|Number Nine,AR|1995-10-22T00:00:00|2599-12-31T23:59:59
NM|NWCT|36.416|-89.459|91.0|Northwest Correctional Complex,Tiptionville,TN|2008-09-23T00:00:00|2599-12-31T23:59:59
NM|OLIL|38.7338|-88.0991|150.0|Olney Central College  Olney, IL|2005-03-04T00:00:00|2599-12-31T23:59:59
NM|PARM|36.664|-89.752|85.0|Stahl Farm,MO|1999-05-25T00:00:00|2599-12-31T23:59:59
NM|PBMO|36.7785|-90.4297|143.9|Three Rivers Community College, Poplar Bluff, MO|2007-06-22T00:00:00|2599-12-31T23:59:59
NM|PEBM|36.113|-89.862|76.0|Pemiscot Bayou,MO|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|PENM|36.45|-89.628|85.0|Penman,Portageville,MO|1999-07-02T00:00:00|2599-12-31T23:59:59
NM|PGVM|36.46|-89.729|82.0|Portageville,MO|1997-08-06T00:00:00|2599-12-31T23:59:59
NM|PLAL|34.9824|-88.0755|165.0|Pickwick Lake, AR|1998-03-01T00:00:00|2599-12-31T23:59:59
NM|POBM|36.409|-89.662|82.0|Portage Open Bay,MO|1997-08-06T00:00:00|2599-12-31T23:59:59
NM|PPLM|36.403|-89.583|82.0|Point Pleasant,MO|1997-08-06T00:00:00|2599-12-31T23:59:59
NM|PVMO|36.4137|-89.6997|98.3|UM Delta Research Portageville, MO|2002-08-17T00:00:00|2599-12-31T23:59:59
NM|PWLA|34.98|-88.064|204.0|Pickwick Lake,AL|1980-05-14T00:00:00|2599-12-31T23:59:59
NM|QUAR|35.644|-90.649|115.0|Qualls,AR|1996-05-31T00:00:00|2599-12-31T23:59:59
NM|RDGT|36.256|-89.511|81.0|Ridgely,TN|1995-10-11T00:00:00|2599-12-31T23:59:59
NM|RDST2|35.158226|-89.98726|78.0|Rhodes College, Memphis, TN|2016-04-01T17:30:00|2599-12-31T23:59:59
NM|RELT|36.033|-89.303|107.0|RoEllen,TN|1995-07-27T00:00:00|2599-12-31T23:59:59
NM|RVAR|35.69|-90.286|66.0|Rivervale,AR|1996-06-13T00:00:00|2599-12-31T23:59:59
NM|SFTN|35.358|-90.019|119.0|Shelby Forest,TN|1995-05-01T00:00:00|2599-12-31T23:59:59
NM|SIUC|37.7148|-89.2174|120.0|Carbondale, IL|1999-02-25T00:00:00|2599-12-31T23:59:59
NM|SJBM|36.631|-89.476|88.0|St Johns Bayou,MO|1997-06-29T00:00:00|2599-12-31T23:59:59
NM|SLM|38.636101|-90.236397|186.0|St. Louis, MO|1997-02-06T00:00:00|2599-12-31T23:59:59
NM|STAM|36.331|-89.661|81.0|Stanley,MO|1995-10-23T00:00:00|2599-12-31T23:59:59
NM|TMAR|35.695|-90.489|65.0|Truman,AR|1996-07-02T00:00:00|2599-12-31T23:59:59
NM|TNMT|36.166|-89.579|80.0|Tennemo,TN|1995-11-28T00:00:00|2599-12-31T23:59:59
NM|TOPM|36.526|-89.889|80.0|Tallapoosa,MO|1997-06-11T00:00:00|2599-12-31T23:59:59
NM|TUMT|35.123|-89.932|100.0|The University of Memphis|1995-04-28T00:00:00|2599-12-31T23:59:59
NM|TWAR|35.361|-90.56|61.0|Twist,AR|1996-08-12T00:00:00|2599-12-31T23:59:59
NM|TYAR|35.509|-90.292|66.0|Tyronza,AR|1996-05-23T00:00:00|2599-12-31T23:59:59
NM|UALR|34.7751|-92.3429|138.0|University of Arkansas, Little Rock|1999-06-22T00:00:00|2599-12-31T23:59:59
NM|USIN|37.965|-87.666|170.7|Univ. of Southern Indiana, Evansville, IN|2002-10-23T00:00:00|2599-12-31T23:59:59
NM|UTMT|36.3497|-88.8636|110.0|Martin, TN|2009-07-23T00:00:00|2599-12-31T23:59:59
NM|WADM|36.366|-89.796|78.0|Wardell,MO|1995-10-21T00:00:00|2599-12-31T23:59:59
NM|WALK|36.539|-89.542|87.0|Watson Lake,KY|1997-08-07T00:00:00|2599-12-31T23:59:59
NM|WYBT|36.348|-89.498|82.0|Wynnburg,TN|1997-06-28T00:00:00|2599-12-31T23:59:59
NM|X502|35.4903|-92.3868|344.0|Temporary Arkansas|2014-03-28T00:00:00|2599-12-31T23:59:59
NN|BAB|39.6024|-120.1059|2659.0|Babbit Peak, California w84gm|1982-11-01T00:00:00|2599-12-31T23:59:59
NN|BEK|39.8666|-120.359596|1743.0|Beckworth, California w84|1996-10-02T00:00:00|2599-12-31T23:59:59
NN|BFC|38.8938|-119.6094|1744.0|Buffalo Canyon, Nevada  w84gm|1978-02-28T00:00:00|2599-12-31T23:59:59
NN|BIGH|38.8425|-120.4078|1888.0|Big Hill, ElDorado County, CA|2019-10-07T00:00:00|2599-12-31T23:59:59
NN|BUNK|39.0494|-120.3804|2295.0|Bunker Hill, Placer County, CA|2019-10-07T00:00:00|2599-12-31T23:59:59
NN|CC12|36.1337|-115.1709|633.0|Clark County Firehouse 12; ANSS SM w84gm|2005-03-16T00:00:00|2599-12-31T23:59:59
NN|CF03|39.1258|-119.7676|1442.0|Carson City Fire Station|2001-08-01T00:00:00|2599-12-31T23:59:59
NN|CMK6|39.3102|-118.1193|1332.0|Chalk Mountain, Churchill County, NV, USA|2015-11-20T00:00:00|2599-12-31T23:59:59
NN|CTC|39.207699|-120.125999|2147.0|N. Tahoe City Carnelian Bay|2014-08-08T00:00:00|2599-12-31T23:59:59
NN|DON|39.3517|-120.320503|2268.0|Donner Summit, California|1999-07-27T00:00:00|2599-12-31T23:59:59
NN|EBPB|38.5823|-119.807|2422.0|Lower Ebbet's Pass, California|2018-11-01T00:00:00|2599-12-31T23:59:59
NN|FMT|36.637501|-116.783501|1079.0|Funeral Mountains, CA. (GPS 12/05/2000) w84|1978-11-28T00:00:00|2599-12-31T23:59:59
NN|GMN|37.3003|-117.2607|2168.0|Gold Mountain, NV, USA|1979-07-13T00:00:00|2599-12-31T23:59:59
NN|GSLV|36.0379|-115.045|604.0|USGS Building, Henderson, SE LVV w84|2003-11-19T00:00:00|2599-12-31T23:59:59
NN|GVN|36.999802|-117.344398|844.0|Grapevine Mountains, CA. (GPS (12/05/2000) w84|1978-11-18T00:00:00|2599-12-31T23:59:59
NN|GWY|36.186001|-116.6698|1538.0|Greenwater Valley, CA. (GPS 12/06/2000) w84gm|1988-02-10T00:00:00|2599-12-31T23:59:59
NN|HF05|36.0307|-115.0894|650.0|Henderson FS|2002-10-01T00:00:00|2599-12-31T23:59:59
NN|HVGC|39.4896|-119.7212|1360.0|Hidden Valley Golf Course w84gm|2003-09-26T00:00:00|2599-12-31T23:59:59
NN|HYDE|36.1609|-115.1931|657.0|Hyde High School, LLNL/ANSS BB+SM w84|2003-05-16T00:00:00|2599-12-31T23:59:59
NN|JVTV|39.539101|-119.813797|1384.0|UNR station, LMR basement pier|2014-04-16T00:00:00|2599-12-31T23:59:59
NN|KVN|39.0484|-118.1012|1829.0|Kaiserville, Nevada w84gm|1971-09-20T00:00:00|2599-12-31T23:59:59
NN|LCH|37.232899|-117.645897|1414.0|Last Chance Range, CA. (GPS 01/04/2001) w84|1979-07-13T00:00:00|2599-12-31T23:59:59
NN|LEEK|38.6293|-120.2778|2324.0|Leek Springs, CA|2019-11-13T00:00:00|2599-12-31T23:59:59
NN|LHV|38.2513|-118.5049|2353.0|Little Huntoon Valley, Nevada w84gm|1980-09-16T00:00:00|2599-12-31T23:59:59
NN|LOYB|39.6592|-120.2348|1547.0|Loyalton, CA digital upgrade|2019-10-07T00:00:00|2599-12-31T23:59:59
NN|LV04|36.1598|-115.1315|591.0|Las Vegas Fire Station|2000-04-01T00:00:00|2599-12-31T23:59:59
NN|LV07|36.1816|-115.3155|866.0|Summerlin Fire Station 7, West LV (SUMR)|2003-11-20T00:00:00|2599-12-31T23:59:59
NN|LV09|36.2475|-115.2427|664.0|Las Vegas Fire Station|2000-04-01T00:00:00|2599-12-31T23:59:59
NN|MC01|38.1621|-117.8713|1590.0|Monte Cristo 01|2020-05-16T00:00:00|2599-12-31T23:59:59
NN|MC02|38.1391|-117.9595|1393.0|Monte Cristo 02|2020-05-16T00:00:00|2599-12-31T23:59:59
NN|MC03|38.199|-117.9849|1510.0|Monte Cristo 03|2020-05-16T00:00:00|2599-12-31T23:59:59
NN|MCA|36.6465|-117.281403|303.0|Marble Canyon, California. (GPS 12/06/2000) w84|1979-01-23T00:00:00|2599-12-31T23:59:59
NN|MCA06|38.0089|-117.8818|1462.0|Monte Cristo ASL 06|2020-05-18T00:00:00|2599-12-31T23:59:59
NN|MCM05|38.1572|-117.8721|1591.0|Monte Cristo Menlo 05|2020-05-23T00:00:00|2599-12-31T23:59:59
NN|MCM07|38.2274|-117.7463|1716.0|Monte Cristo Menlo 07|2020-05-22T00:00:00|2599-12-31T23:59:59
NN|MCM08|38.1599|-118.0522|1669.0|Monte Cristo Menlo 08|2020-05-22T00:00:00|2599-12-31T23:59:59
NN|MND1|38.9065|-119.7314|1485.0|Minden/Gardnerville Fire Stn RT130-ANSS w84gm|2003-12-04T00:00:00|2599-12-31T23:59:59
NN|MPK|39.2928|-120.0364|2599.0|Martis Peak, California w84gm|1973-04-01T00:00:00|2599-12-31T23:59:59
NN|MZPB|37.7008|-117.3838|2371.0|Montezuma,NV,USA analog reactivation|2016-04-14T00:00:00|2599-12-31T23:59:59
NN|NELL|36.219101|-115.037003|554.0|Nellis AFB, LLNL/ANSS BB+SM w84gm|2005-03-07T00:00:00|2599-12-31T23:59:59
NN|NMHS|39.5308|-119.7764|1360.0|Nevada Mental Health Svc. w84gm|2003-04-11T00:00:00|2599-12-31T23:59:59
NN|NOAA|39.5681|-119.7958|1515.0|National Weather Station w84gm|2001-08-01T00:00:00|2599-12-31T23:59:59
NN|PAH|39.7106|-119.3854|1520.0|Pah Rah Range, Nevada w84gm|1996-08-17T00:00:00|2599-12-31T23:59:59
NN|PEA|39.607498|-119.961304|2142.4|Peavine Mt., Nevada w84|2000-03-01T00:00:00|2599-12-31T23:59:59
NN|PICO|39.4313|-119.7755|1403.0|Picolo Elementary School w84gm|2001-08-01T00:00:00|2599-12-31T23:59:59
NN|PIO|37.947201|-114.491402|1887.0|Pioche, NV, USA - NN reactivation|2016-04-13T00:00:00|2599-12-31T23:59:59
NN|PNT|39.0891|-119.5997|2076.0|Pine Nut, Nevada w84|1994-10-15T00:00:00|2599-12-31T23:59:59
NN|PYM2|40.1701|-119.7321|1241.0|Pyramid Lake 2|2010-07-20T00:00:00|2599-12-31T23:59:59
NN|Q09A|38.834|-117.181602|1703.5|Carvers, NV, USA - NN reactivation|2015-09-22T00:00:00|2599-12-31T23:59:59
NN|QNBC|38.1947|-119.0054|2683.0|Queen Bee, Mono County, California|2017-11-14T00:00:00|2599-12-31T23:59:59
NN|QSM|35.965|-116.869102|385.0|Queen of Sheba Mine, CA. (GPS 01/17/2001)   w84gm|1978-11-28T00:00:00|2599-12-31T23:59:59
NN|REDF|39.389999|-119.764702|1466.0|Redfield Campus, S. Reno, Nevada|2013-05-24T00:00:00|2599-12-31T23:59:59
NN|RF05|39.5089|-119.836601|1395.0|RF05, 1500 Mayberry w84gm|2001-07-01T00:00:00|2599-12-31T23:59:59
NN|RFNV|39.574001|-119.827698|1508.0|RF10, 5250 N. Virginia   w84gm|2002-08-01T00:00:00|2599-12-31T23:59:59
NN|RRK|36.0656|-115.4668|1193.0|Red Rock Park, Nevada w84gm|2001-02-08T00:00:00|2599-12-31T23:59:59
NN|S11A|37.644402|-115.7472|1456.0|Rachel, NV, USA - NN reactivation|2015-08-27T00:00:00|2599-12-31T23:59:59
NN|SAG5|39.4264|-120.3119|2564.0|Sage Hen site 5, Independence Lake, CA|2017-07-26T00:00:00|2599-12-31T23:59:59
NN|SBT|39.6267|-120.6669|2152.0|Sierra Buttes, California w84|1999-10-12T00:00:00|2599-12-31T23:59:59
NN|SJC|38.3491|-119.44|2246.0|Sonora Junction, California w84gm|1980-12-01T00:00:00|2599-12-31T23:59:59
NN|SKYF|39.482498|-119.834|1552.0|RF07, 3050 Skyline Blvd. w84gm|2002-09-01T00:00:00|2599-12-31T23:59:59
NN|SLID|39.3143|-119.8839|2929.0|Slide Mountain, NV|2011-08-30T00:00:00|2599-12-31T23:59:59
NN|SMRN|39.536999|-119.728302|1331.0|Sparks Marina w84|2002-10-01T00:00:00|2599-12-31T23:59:59
NN|SPHI|39.543499|-119.758301|1359.0|Sparks High School w84|2003-04-10T00:00:00|2599-12-31T23:59:59
NN|SSFS|39.6369|-119.7096|1367.0|Spanish Springs Fire Station|2020-11-25T00:00:00|2599-12-31T23:59:59
NN|SUGR|39.3033|-120.3409|2132.0|Sugarbowl Ski Area, Norden, CA|2017-07-27T00:00:00|2599-12-31T23:59:59
NN|SWTP|39.516201|-119.704399|1385.0|Sparks Treatment Plant  w84gm|2003-04-10T00:00:00|2599-12-31T23:59:59
NN|TBRD|39.173199|-119.930901|1952.0|Thunderbird Lodge, Lake Tahoe, NV|2017-10-20T00:00:00|2599-12-31T23:59:59
NN|UNVG|36.1106|-115.1446|619.0|UNLV greenhouse area, Las Vegas Valley|2012-06-14T00:00:00|2599-12-31T23:59:59
NN|VCN|39.295601|-119.650299|1928.0|Virginia City, Nevada gps|2011-08-03T00:00:00|2599-12-31T23:59:59
NN|VOTK|36.0809|-115.0699|582.0|Vocational High School w84gm|2002-10-01T00:00:00|2599-12-31T23:59:59
NN|VPK|39.4722|-120.0398|2562.0|Verdi Peak, California|1973-07-01T00:00:00|2599-12-31T23:59:59
NN|WAK|38.504299|-119.438202|1890.0|Walker, California w84|1996-10-02T00:00:00|2599-12-31T23:59:59
NN|WCT|36.792702|-116.626602|967.0|Wildcat, Nevada. (GPS 05/29/2002) w84gm|1981-04-08T00:00:00|2599-12-31T23:59:59
NN|WDEM|39.5841|-119.8099|1572.0|Washoe County DEM, Nevada|2013-08-28T00:00:00|2599-12-31T23:59:59
NN|WGLF|39.4985|-119.8215|1411.0|Washoe County Golf w84gm|2003-04-10T00:00:00|2599-12-31T23:59:59
NN|WILB|38.8101|-119.909|2443.5|Upper Willow, So Lake Tahoe, CA|2018-11-01T00:00:00|2599-12-31T23:59:59
NN|WLDB|36.792702|-116.626602|955.0|Wildcat Mountain, NV, USA analog reactivation|2016-04-20T00:00:00|2599-12-31T23:59:59
NN|WVA|39.944401|-119.824997|1670.0|Winnemucca Valley, Nevada w84|1998-05-15T00:00:00|2599-12-31T23:59:59
NN|YER|38.9852|-119.2406|1857.0|Yerington, Nevada w84gm|1998-09-04T00:00:00|2599-12-31T23:59:59
NN|ZPR|39.0131|-119.937599|2001.0|Zephyr Cove, Lake Tahoe, Nevada|2017-07-10T00:00:00|2599-12-31T23:59:59
NP|2172|45.51241|-122.68361|44.0|OR:Portland;Portland St Univ|2016-06-17T18:00:00|2599-12-31T23:59:59
NP|2194|47.21402|-123.10099|6.0|WA:Shelton;FS|1999-04-09T18:00:00|2599-12-31T23:59:59
NP|286|32.95477|-115.8243|218.0|Imperial Valley, Superstition Mtn Peak|2005-04-20T00:00:00|2599-12-31T23:59:59
NP|5047|33.34866|-116.40017|293.0|CA:Rancho De Anza|2011-05-28T18:00:00|2599-12-31T23:59:59
NP|5274|32.96246|-115.81474|96.0|CA:Imp Vly;Superstition Mtn Bs|2000-03-24T18:00:00|2599-12-31T23:59:59
NP|7030|47.45086|-122.30219|122.0|WA:Seattle;SeaTac Arpt FS|1999-06-29T18:00:00|2599-12-31T23:59:59
NP|7044|47.1362|-122.4822|87.0|WA:McChord AFB;FS|2002-02-13T18:00:00|2599-12-31T23:59:59
NP|7208|40.723|-111.90717|1291.0|SR 201/I-80 Bridge Array, Salt Lake City, UT, USA|2001-10-04T00:00:00|2599-12-31T23:59:59
NP|7212|41.19592|-111.94169|1421.0|UT:Ogden;Weber St Univ|2001-10-30T18:00:00|2599-12-31T23:59:59
NP|7224|37.6725|-113.07149|1780.0|UT:Cedar City;So. Utah Univ|2005-07-26T18:00:00|2599-12-31T23:59:59
NP|7232|41.7188|-112.18183|1319.0|UT:Tremonton;City Prks&Rec Off|2005-11-08T18:00:00|2599-12-31T23:59:59
NP|8040|61.21349|-149.89328|-17.4|AK:Anchorage;R B Atwood Bld|2003-09-05T18:00:00|2599-12-31T23:59:59
NP|DPA1|61.213501|-149.893295|3.0|Alaska Delaney Park Array|2009-03-17T00:00:00|2038-01-01T23:59:59
NP|DPA2|61.213501|-149.893295|3.0|Alaska Delaney Park Array|2009-03-17T00:00:00|2038-01-01T23:59:59
NP|DPA3|61.213501|-149.893295|3.0|Alaska Delaney Park Array|2009-03-17T00:00:00|2038-01-01T23:59:59
NP|DPA4|61.213501|-149.893295|3.0|Alaska Delaney Park Array|2009-03-17T00:00:00|2038-01-01T23:59:59
NU|ACON|11.968|-85.174004|862.0|Acoyapa, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|BILN|14.0488|-83.374641|30.0|Z|2018-11-27T21:50:00|2599-12-31T23:59:59
NU|BLUN|11.993639|-83.771942|25.0|Bluefields, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|CARN|11.187226|-85.522179|64.0|Z|2018-10-12T16:50:00|2599-12-31T23:59:59
NU|CRIN|12.696586|-87.020889|879.0|volcan San Cristobal, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|CSGN|12.9763|-87.558701|476.0|COSIGUINA|2010-06-18T00:00:00|2599-12-31T23:59:59
NU|HERN|12.6093|-86.831001|758.0|Volcan Telica, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|MASN|11.988917|-86.157631|150.0|Volcan Masaya, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|MGAN|12.148928|-86.248314|70.0|Managua, Nicaragua|2008-01-01T00:00:00|2599-12-31T23:59:59
NU|NANN|11.939032|-86.121277|327.0|Nandasmo, Nicaragua|2014-02-09T00:00:00|2599-12-31T23:59:59
NU|POTN|12.999861|-87.506287|40.0|POTOSI, COSIGUINA|2018-11-13T21:32:00|2599-12-31T23:59:59
NU|RIBN|12.94153|-85.232002|288.0|Rio Blanco, Nicaragua|2019-01-14T21:45:00|2599-12-31T23:59:59
NU|SIUN|13.71616|-84.773499|178.0|Universidad URACAN, Siuna, Nicaragua|2018-12-20T21:52:00|2599-12-31T23:59:59
NV|BACME|48.314654|-126.058199|-897.0|Barkley Canyon MidEast|2016-06-15T17:25:43|2599-12-31T23:59:59
NV|BACND|48.34594|-126.157997|-643.3|Barkley Canyon Node|2018-06-22T03:00:00|2599-12-31T23:59:59
NV|CBC27|47.756717|-127.731602|-2656.0|Cascadia Basin, East (ODP 1027C)|2018-06-23T23:59:59|2599-12-31T23:59:59
NV|CQS64|48.6999|-126.8721|-1323.0|Clayoquot Slope, North (ODP 1364A)|2016-07-01T00:00:00|2599-12-31T23:59:59
NV|ENWF|47.959766|-129.124479|-2361.0|Endeavour West Flank|2016-06-21T00:00:00|2599-12-31T23:59:59
